ayah_id,word_position,word,root_letters,root_id
11:46,17,علم,علم,1152.0
11:46,18,إنى,,
11:46,19,أعظك,,
11:46,20,أن,,
11:46,21,تكون,كون,1489.0
11:46,22,من,,
11:46,23,لجهلين,جهل,299.0
11:47,1,قال,,
11:47,2,رب,,
11:47,3,إنى,,
11:47,4,أعوذ,عوذ,1174.0
11:47,5,بك,,
11:47,6,أن,,
11:47,7,أسـلك,سلك,815.0
11:47,8,ما,,
11:47,9,ليس,ليس,1555.0
11:47,10,لى,,
11:47,11,به,,
11:47,12,علم,علم,1152.0
11:47,13,وإلا,,
11:47,14,تغفر,غفر,1215.0
11:47,15,لى,,
11:47,16,وترحمنى,وتر,1800.0
11:47,17,أكن,,
11:47,18,من,,
11:47,19,لخسرين,خسر,445.0
11:48,1,قيل,قيل,1422.0
11:48,2,ينوح,,
11:48,3,هبط,هبط,1746.0
11:48,4,بسلم,سلم,817.0
11:48,5,منا,,
11:48,6,وبركت,وبر,1796.0
11:48,7,عليك,,
11:48,8,وعلى,,
11:48,9,أمم,,
11:48,10,ممن,,
11:48,11,معك,,
11:48,12,وأمم,,
11:48,13,سنمتعهم,سنم,829.0
11:48,14,ثم,,
11:48,15,يمسهم,,
11:48,16,منا,,
11:48,17,عذاب,,
11:48,18,أليم,,
11:49,1,تلك,,
11:49,2,من,,
11:49,3,أنباء,,
11:49,4,لغيب,غيب,1238.0
11:49,5,نوحيها,وحي,1812.0
11:49,6,إليك,,
11:49,7,ما,,
11:49,8,كنت,,
11:49,9,تعلمها,علم,1152.0
11:49,10,أنت,,
11:49,11,ولا,,
11:49,12,قومك,قوم,1419.0
11:49,13,من,,
11:49,14,قبل,قبل,1333.0
11:49,15,هذا,,
11:49,16,فصبر,صبر,928.0
11:49,17,إن,,
11:49,18,لعقبة,عقب,1142.0
11:49,19,للمتقين,,
11:50,1,وإلى,,
11:50,2,عاد,,
11:50,3,أخاهم,,
11:50,4,هودا,هود,1786.0
11:50,5,قال,,
11:50,6,يقوم,قوم,1419.0
11:50,7,عبدوا,عبد,1073.0
11:50,8,لله,,
11:50,9,ما,,
11:50,10,لكم,,
11:50,11,من,,
11:50,12,إله,,
11:50,13,غيره,غير,1240.0
11:50,14,إن,,
11:50,15,أنتم,,
11:50,16,إلا,,
11:50,17,مفترون,فتر,1248.0
11:51,1,يقوم,قوم,1419.0
11:51,2,لا,,
11:51,3,أسـلكم,سلك,815.0
11:51,4,عليه,,
11:51,5,أجرا,,
11:51,6,إن,,
11:51,7,أجرى,جرى,266.0
11:51,8,إلا,,
11:51,9,على,,
11:51,10,لذى,,
11:51,11,فطرنى,فطر,1293.0
11:51,12,أفلا,,
11:51,13,تعقلون,عقل,1146.0
11:52,1,ويقوم,قوم,1419.0
11:52,2,ستغفروا,غفر,1215.0
11:52,3,ربكم,بكم,160.0
11:52,4,ثم,,
11:52,5,توبوا,توب,206.0
11:52,6,إليه,,
11:52,7,يرسل,رسل,619.0
11:52,8,لسماء,,
11:52,9,عليكم,,
11:52,10,مدرارا,,
11:52,11,ويزدكم,,
11:52,12,قوة,,
11:52,13,إلى,,
11:52,14,قوتكم,قوت,1415.0
11:52,15,ولا,,
11:52,16,تتولوا,,
11:52,17,مجرمين,جرم,265.0
11:53,1,قالوا,,
11:53,2,يهود,هو,1783.0
11:53,3,ما,,
11:53,4,جئتنا,,
11:53,5,ببينة,,
11:53,6,وما,,
11:53,7,نحن,,
11:53,8,بتاركى,,
11:53,9,ءالهتنا,,
11:53,10,عن,,
11:53,11,قولك,قول,1418.0
11:53,12,وما,,
11:53,13,نحن,,
11:53,14,لك,,
11:53,15,بمؤمنين,,
11:54,1,إن,,
11:54,2,نقول,قول,1418.0
11:54,3,إلا,,
11:54,4,عترىك,,
11:54,5,بعض,بعض,145.0
11:54,6,ءالهتنا,,
11:54,7,بسوء,,
11:54,8,قال,,
11:54,9,إنى,,
11:54,10,أشهد,شهد,911.0
11:54,11,لله,,
11:54,12,وشهدوا,شهد,911.0
11:54,13,أنى,,
11:54,14,برىء,,
11:54,15,مما,,
11:54,16,تشركون,شرك,876.0
11:55,1,من,,
11:55,2,دونه,دون,550.0
11:55,3,فكيدونى,كيد,1491.0
11:55,4,جميعا,,
11:55,5,ثم,,
11:55,6,لا,,
11:55,7,تنظرون,نظر,1687.0
11:56,1,إنى,,
11:56,2,توكلت,وكل,1862.0
11:56,3,على,,
11:56,4,لله,,
11:56,5,ربى,,
11:56,6,وربكم,بكم,160.0
11:56,7,ما,,
11:56,8,من,,
11:56,9,دابة,,
11:56,10,إلا,,
11:56,11,هو,هو,1783.0
11:56,12,ءاخذ,,
11:56,13,بناصيتها,,
11:56,14,إن,,
11:56,15,ربى,,
11:56,16,على,,
11:56,17,صرط,,
11:56,18,مستقيم,,
11:57,1,فإن,,
11:57,2,تولوا,,
11:57,3,فقد,فقد,1298.0
11:57,4,أبلغتكم,بلغ,165.0
11:57,5,ما,,
11:57,6,أرسلت,رسل,619.0
11:57,7,به,,
11:57,8,إليكم,,
11:57,9,ويستخلف,خلف,472.0
11:57,10,ربى,,
11:57,11,قوما,قوم,1419.0
11:57,12,غيركم,غير,1240.0
11:57,13,ولا,,
11:57,14,تضرونه,,
11:57,15,شيـا,,
11:57,16,إن,,
11:57,17,ربى,,
11:57,18,على,,
11:57,19,كل,,
11:57,20,شىء,,
11:57,21,حفيظ,,
11:58,1,ولما,,
11:58,2,جاء,,
11:58,3,أمرنا,,
11:58,4,نجينا,,
11:58,5,هودا,هود,1786.0
11:58,6,ولذين,,
11:58,7,ءامنوا,منو,1609.0
11:58,8,معه,,
11:58,9,برحمة,رحم,606.0
11:58,10,منا,,
11:58,11,ونجينهم,,
11:58,12,من,,
11:58,13,عذاب,,
11:58,14,غليظ,,
11:59,1,وتلك,,
11:59,2,عاد,,
11:59,3,جحدوا,جحد,250.0
11:59,4,بـايت,,
11:59,5,ربهم,,
11:59,6,وعصوا,عصو,1128.0
11:59,7,رسله,رسل,619.0
11:59,8,وتبعوا,تبع,187.0
11:59,9,أمر,,
11:59,10,كل,,
11:59,11,جبار,,
11:59,12,عنيد,,
11:60,1,وأتبعوا,تبع,187.0
11:60,2,فى,,
11:60,3,هذه,,
11:60,4,لدنيا,لدن,1510.0
11:60,5,لعنة,لعن,1524.0
11:60,6,ويوم,يوم,1884.0
11:60,7,لقيمة,,
11:60,8,ألا,,
11:60,9,إن,,
11:60,10,عادا,,
11:60,11,كفروا,كفر,1462.0
11:60,12,ربهم,,
11:60,13,ألا,,
11:60,14,بعدا,بعد,143.0
11:60,15,لعاد,,
11:60,16,قوم,قوم,1419.0
11:60,17,هود,هود,1786.0
11:61,1,وإلى,,
11:61,2,ثمود,,
11:61,3,أخاهم,,
11:61,4,صلحا,صلح,964.0
11:61,5,قال,,
11:61,6,يقوم,قوم,1419.0
11:61,7,عبدوا,عبد,1073.0
11:61,8,لله,,
11:61,9,ما,,
11:61,10,لكم,,
11:61,11,من,,
11:61,12,إله,,
11:61,13,غيره,غير,1240.0
11:61,14,هو,هو,1783.0
11:61,15,أنشأكم,,
11:61,16,من,,
11:61,17,لأرض,,
11:61,18,وستعمركم,عمر,1156.0
11:61,19,فيها,,
11:61,20,فستغفروه,غفر,1215.0
11:61,21,ثم,,
11:61,22,توبوا,توب,206.0
11:61,23,إليه,,
11:61,24,إن,,
11:61,25,ربى,,
11:61,26,قريب,قري,1361.0
11:61,27,مجيب,,
11:62,1,قالوا,,
11:62,2,يصلح,صلح,964.0
11:62,3,قد,,
11:62,4,كنت,,
11:62,5,فينا,,
11:62,6,مرجوا,مرج,1574.0
11:62,7,قبل,قبل,1333.0
11:62,8,هذا,,
11:62,9,أتنهىنا,,
11:62,10,أن,,
11:62,11,نعبد,عبد,1073.0
11:62,12,ما,,
11:62,13,يعبد,عبد,1073.0
11:62,14,ءاباؤنا,,
11:62,15,وإننا,,
11:62,16,لفى,,
11:62,17,شك,,
11:62,18,مما,,
11:62,19,تدعونا,دعو,523.0
11:62,20,إليه,,
11:62,21,مريب,ريب,679.0
11:63,1,قال,,
11:63,2,يقوم,قوم,1419.0
11:63,3,أرءيتم,يتم,1875.0
11:63,4,إن,,
11:63,5,كنت,,
11:63,6,على,,
11:63,7,بينة,,
11:63,8,من,,
11:63,9,ربى,,
11:63,10,وءاتىنى,,
11:63,11,منه,,
11:63,12,رحمة,رحم,606.0
11:63,13,فمن,,
11:63,14,ينصرنى,نصر,1674.0
11:63,15,من,,
11:63,16,لله,,
11:63,17,إن,,
11:63,18,عصيته,,
11:63,19,فما,,
11:63,20,تزيدوننى,زيد,733.0
11:63,21,غير,غير,1240.0
11:63,22,تخسير,سير,850.0
11:64,1,ويقوم,قوم,1419.0
11:64,2,هذه,,
11:64,3,ناقة,,
11:64,4,لله,,
11:64,5,لكم,,
11:64,6,ءاية,,
11:64,7,فذروها,ذرو,560.0
11:64,8,تأكل,,
11:64,9,فى,,
11:64,10,أرض,,
11:64,11,لله,,
11:64,12,ولا,,
11:64,13,تمسوها,,
11:64,14,بسوء,,
11:64,15,فيأخذكم,,
11:64,16,عذاب,,
11:64,17,قريب,قري,1361.0
11:65,1,فعقروها,عقر,1144.0
11:65,2,فقال,,
11:65,3,تمتعوا,متع,1558.0
11:65,4,فى,,
11:65,5,داركم,ركم,657.0
11:65,6,ثلثة,ثلث,227.0
11:65,7,أيام,,
11:65,8,ذلك,,
11:65,9,وعد,وعد,1843.0
11:65,10,غير,غير,1240.0
11:65,11,مكذوب,,
11:66,1,فلما,,
11:66,2,جاء,,
11:66,3,أمرنا,,
11:66,4,نجينا,,
11:66,5,صلحا,صلح,964.0
11:66,6,ولذين,,
11:66,7,ءامنوا,منو,1609.0
11:66,8,معه,,
11:66,9,برحمة,رحم,606.0
11:66,10,منا,,
11:66,11,ومن,,
11:66,12,خزى,,
11:66,13,يومئذ,يوم,1884.0
11:66,14,إن,,
11:66,15,ربك,,
11:66,16,هو,هو,1783.0
11:66,17,لقوى,,
11:66,18,لعزيز,,
11:67,1,وأخذ,,
11:67,2,لذين,,
11:67,3,ظلموا,ظلم,1066.0
11:67,4,لصيحة,,
11:67,5,فأصبحوا,صبح,927.0
11:67,6,فى,,
11:67,7,ديرهم,,
11:67,8,جثمين,جثم,247.0
11:68,1,كأن,,
11:68,2,لم,,
11:68,3,يغنوا,,
11:68,4,فيها,,
11:68,5,ألا,,
11:68,6,إن,,
11:68,7,ثمودا,,
11:68,8,كفروا,كفر,1462.0
11:68,9,ربهم,,
11:68,10,ألا,,
11:68,11,بعدا,بعد,143.0
11:68,12,لثمود,,
11:69,1,ولقد,,
11:69,2,جاءت,,
11:69,3,رسلنا,رسل,619.0
11:69,4,إبرهيم,بره,118.0
11:69,5,بلبشرى,بشر,128.0
11:69,6,قالوا,,
11:69,7,سلما,سلم,817.0
11:69,8,قال,,
11:69,9,سلم,سلم,817.0
11:69,10,فما,,
11:69,11,لبث,لبث,1496.0
11:69,12,أن,,
11:69,13,جاء,,
11:69,14,بعجل,عجل,1091.0
11:69,15,حنيذ,,
11:70,1,فلما,,
11:70,2,رءا,,
11:70,3,أيديهم,,
11:70,4,لا,,
11:70,5,تصل,,
11:70,6,إليه,,
11:70,7,نكرهم,نكر,1721.0
11:70,8,وأوجس,وجس,1806.0
11:70,9,منهم,,
11:70,10,خيفة,,
11:70,11,قالوا,,
11:70,12,لا,,
11:70,13,تخف,,
11:70,14,إنا,,
11:70,15,أرسلنا,رسل,619.0
11:70,16,إلى,,
11:70,17,قوم,قوم,1419.0
11:70,18,لوط,,
11:71,1,ومرأته,,
11:71,2,قائمة,,
11:71,3,فضحكت,فضح,1289.0
11:71,4,فبشرنها,بشر,128.0
11:71,5,بإسحق,سحق,758.0
11:71,6,ومن,,
11:71,7,وراء,,
11:71,8,إسحق,سحق,758.0
11:71,9,يعقوب,قوب,1414.0
11:72,1,قالت,,
11:72,2,يويلتى,ويل,1872.0
11:72,3,ءألد,,
11:72,4,وأنا,,
11:72,5,عجوز,جوز,305.0
11:72,6,وهذا,,
11:72,7,بعلى,بعل,147.0
11:72,8,شيخا,شيخ,923.0
11:72,9,إن,,
11:72,10,هذا,,
11:72,11,لشىء,,
11:72,12,عجيب,,
11:73,1,قالوا,,
11:73,2,أتعجبين,عجب,1087.0
11:73,3,من,,
11:73,4,أمر,,
11:73,5,لله,,
11:73,6,رحمت,رحم,606.0
11:73,7,لله,,
11:73,8,وبركته,وبر,1796.0
11:73,9,عليكم,,
11:73,10,أهل,,
11:73,11,لبيت,بيت,180.0
11:73,12,إنه,,
11:73,13,حميد,ميد,1616.0
11:73,14,مجيد,,
11:74,1,فلما,,
11:74,2,ذهب,ذهب,572.0
11:74,3,عن,,
11:74,4,إبرهيم,بره,118.0
11:74,5,لروع,روع,677.0
11:74,6,وجاءته,,
11:74,7,لبشرى,بشر,128.0
11:74,8,يجدلنا,جدل,255.0
11:74,9,فى,,
11:74,10,قوم,قوم,1419.0
11:74,11,لوط,,
11:75,1,إن,,
11:75,2,إبرهيم,بره,118.0
11:75,3,لحليم,,
11:75,4,أوه,,
11:75,5,منيب,,
11:76,1,يإبرهيم,بره,118.0
11:76,2,أعرض,عرض,1105.0
11:76,3,عن,,
11:76,4,هذا,,
11:76,5,إنه,,
11:76,6,قد,,
11:76,7,جاء,,
11:76,8,أمر,,
11:76,9,ربك,,
11:76,10,وإنهم,,
11:76,11,ءاتيهم,,
11:76,12,عذاب,,
11:76,13,غير,غير,1240.0
11:76,14,مردود,مرد,1576.0
11:77,1,ولما,,
11:77,2,جاءت,,
11:77,3,رسلنا,رسل,619.0
11:77,4,لوطا,,
11:77,5,سىء,,
11:77,6,بهم,,
11:77,7,وضاق,,
11:77,8,بهم,,
11:77,9,ذرعا,ذرع,559.0
11:77,10,وقال,,
11:77,11,هذا,,
11:77,12,يوم,يوم,1884.0
11:77,13,عصيب,,
11:78,1,وجاءه,,
11:78,2,قومه,قوم,1419.0
11:78,3,يهرعون,هرع,1759.0
11:78,4,إليه,,
11:78,5,ومن,,
11:78,6,قبل,قبل,1333.0
11:78,7,كانوا,,
11:78,8,يعملون,عمل,1158.0
11:78,9,لسيـات,,
11:78,10,قال,,
11:78,11,يقوم,قوم,1419.0
11:78,12,هؤلاء,,
11:78,13,بناتى,,
11:78,14,هن,,
11:78,15,أطهر,,
11:78,16,لكم,,
11:78,17,فتقوا,فتق,1249.0
11:78,18,لله,,
11:78,19,ولا,,
11:78,20,تخزون,خزو,443.0
11:78,21,فى,,
11:78,22,ضيفى,,
11:78,23,أليس,ليس,1555.0
11:78,24,منكم,,
11:78,25,رجل,رجل,599.0
11:78,26,رشيد,شيد,924.0
11:79,1,قالوا,,
11:79,2,لقد,,
11:79,3,علمت,علم,1152.0
11:79,4,ما,,
11:79,5,لنا,,
11:79,6,فى,,
11:79,7,بناتك,,
11:79,8,من,,
11:79,9,حق,,
11:79,10,وإنك,,
11:79,11,لتعلم,علم,1152.0
11:79,12,ما,,
11:79,13,نريد,ريد,680.0
11:80,1,قال,,
11:80,2,لو,,
11:80,3,أن,,
11:80,4,لى,,
11:80,5,بكم,بكم,160.0
11:80,6,قوة,,
11:80,7,أو,,
11:80,8,ءاوى,,
11:80,9,إلى,,
11:80,10,ركن,ركن,658.0
11:80,11,شديد,,
11:81,1,قالوا,,
11:81,2,يلوط,,
11:81,3,إنا,,
11:81,4,رسل,رسل,619.0
11:81,5,ربك,,
11:81,6,لن,,
11:81,7,يصلوا,صلو,967.0
11:81,8,إليك,,
11:81,9,فأسر,,
11:81,10,بأهلك,هلك,1771.0
11:81,11,بقطع,قطع,1382.0
11:81,12,من,,
11:81,13,ليل,ليل,1556.0
11:81,14,ولا,,
11:81,15,يلتفت,,
11:81,16,منكم,,
11:81,17,أحد,,
11:81,18,إلا,,
11:81,19,مرأتك,,
11:81,20,إنه,,
11:81,21,مصيبها,,
11:81,22,ما,,
11:81,23,أصابهم,,
11:81,24,إن,,
11:81,25,موعدهم,وعد,1843.0
11:81,26,لصبح,صبح,927.0
11:81,27,أليس,ليس,1555.0
11:81,28,لصبح,صبح,927.0
11:81,29,بقريب,بقر,153.0
11:82,1,فلما,,
11:82,2,جاء,,
11:82,3,أمرنا,,
11:82,4,جعلنا,جعل,275.0
11:82,5,عليها,,
11:82,6,سافلها,,
11:82,7,وأمطرنا,مطر,1592.0
11:82,8,عليها,,
11:82,9,حجارة,,
11:82,10,من,,
11:82,11,سجيل,,
11:82,12,منضود,,
11:83,1,مسومة,سوم,846.0
11:83,2,عند,عند,1164.0
11:83,3,ربك,,
11:83,4,وما,,
11:83,5,هى,,
11:83,6,من,,
11:83,7,لظلمين,ظلم,1066.0
11:83,8,ببعيد,,
11:84,1,وإلى,,
11:84,2,مدين,دين,551.0
11:84,3,أخاهم,,
11:84,4,شعيبا,عيب,1180.0
11:84,5,قال,,
11:84,6,يقوم,قوم,1419.0
11:84,7,عبدوا,عبد,1073.0
11:84,8,لله,,
11:84,9,ما,,
11:84,10,لكم,,
11:84,11,من,,
11:84,12,إله,,
11:84,13,غيره,غير,1240.0
11:84,14,ولا,,
11:84,15,تنقصوا,نقص,1712.0
11:84,16,لمكيال,,
11:84,17,ولميزان,ميز,1618.0
11:84,18,إنى,,
11:84,19,أرىكم,,
11:84,20,بخير,,
11:84,21,وإنى,,
11:84,22,أخاف,,
11:84,23,عليكم,,
11:84,24,عذاب,,
11:84,25,يوم,يوم,1884.0
11:84,26,محيط,,
11:85,1,ويقوم,قوم,1419.0
11:85,2,أوفوا,,
11:85,3,لمكيال,,
11:85,4,ولميزان,ميز,1618.0
11:85,5,بلقسط,قسط,1364.0
11:85,6,ولا,,
11:85,7,تبخسوا,بخس,95.0
11:85,8,لناس,,
11:85,9,أشياءهم,,
11:85,10,ولا,,
11:85,11,تعثوا,عثو,1086.0
11:85,12,فى,,
11:85,13,لأرض,,
11:85,14,مفسدين,فسد,1279.0
11:86,1,بقيت,,
11:86,2,لله,,
11:86,3,خير,,
11:86,4,لكم,,
11:86,5,إن,,
11:86,6,كنتم,,
11:86,7,مؤمنين,,
11:86,8,وما,,
11:86,9,أنا,,
11:86,10,عليكم,,
11:86,11,بحفيظ,,
11:87,1,قالوا,,
11:87,2,يشعيب,عيب,1180.0
11:87,3,أصلوتك,صلو,967.0
11:87,4,تأمرك,,
11:87,5,أن,,
11:87,6,نترك,ترك,194.0
11:87,7,ما,,
11:87,8,يعبد,عبد,1073.0
11:87,9,ءاباؤنا,,
11:87,10,أو,,
11:87,11,أن,,
11:87,12,نفعل,فعل,1297.0
11:87,13,فى,,
11:87,14,أمولنا,مول,1615.0
11:87,15,ما,,
11:87,16,نشؤا,,
11:87,17,إنك,,
11:87,18,لأنت,,
11:87,19,لحليم,,
11:87,20,لرشيد,شيد,924.0
11:88,1,قال,,
11:88,2,يقوم,قوم,1419.0
11:88,3,أرءيتم,يتم,1875.0
11:88,4,إن,,
11:88,5,كنت,,
11:88,6,على,,
11:88,7,بينة,,
11:88,8,من,,
11:88,9,ربى,,
11:88,10,ورزقنى,رزق,616.0
11:88,11,منه,,
11:88,12,رزقا,رزق,616.0
11:88,13,حسنا,حسن,351.0
11:88,14,وما,,
11:88,15,أريد,ريد,680.0
11:88,16,أن,,
11:88,17,أخالفكم,,
11:88,18,إلى,,
11:88,19,ما,,
11:88,20,أنهىكم,,
11:88,21,عنه,,
11:88,22,إن,,
11:88,23,أريد,ريد,680.0
11:88,24,إلا,,
11:88,25,لإصلح,صلح,964.0
11:88,26,ما,,
11:88,27,ستطعت,,
11:88,28,وما,,
11:88,29,توفيقى,,
11:88,30,إلا,,
11:88,31,بلله,بلل,166.0
11:88,32,عليه,,
11:88,33,توكلت,وكل,1862.0
11:88,34,وإليه,,
11:88,35,أنيب,,
11:89,1,ويقوم,قوم,1419.0
11:89,2,لا,,
11:89,3,يجرمنكم,جرم,265.0
11:89,4,شقاقى,,
11:89,5,أن,,
11:89,6,يصيبكم,بكم,160.0
11:89,7,مثل,مثل,1561.0
11:89,8,ما,,
11:89,9,أصاب,,
11:89,10,قوم,قوم,1419.0
11:89,11,نوح,,
11:89,12,أو,,
11:89,13,قوم,قوم,1419.0
11:89,14,هود,هود,1786.0
11:89,15,أو,,
11:89,16,قوم,قوم,1419.0
11:89,17,صلح,صلح,964.0
11:89,18,وما,,
11:89,19,قوم,قوم,1419.0
11:89,20,لوط,,
11:89,21,منكم,,
11:89,22,ببعيد,,
11:90,1,وستغفروا,غفر,1215.0
11:90,2,ربكم,بكم,160.0
11:90,3,ثم,,
11:90,4,توبوا,توب,206.0
11:90,5,إليه,,
11:90,6,إن,,
11:90,7,ربى,,
11:90,8,رحيم,,
11:90,9,ودود,,
11:91,1,قالوا,,
11:91,2,يشعيب,عيب,1180.0
11:91,3,ما,,
11:91,4,نفقه,نفق,1706.0
11:91,5,كثيرا,,
11:91,6,مما,,
11:91,7,تقول,قول,1418.0
11:91,8,وإنا,,
11:91,9,لنرىك,,
11:91,10,فينا,,
11:91,11,ضعيفا,,
11:91,12,ولولا,,
11:91,13,رهطك,رهط,669.0
11:91,14,لرجمنك,رجم,600.0
11:91,15,وما,,
11:91,16,أنت,,
11:91,17,علينا,,
11:91,18,بعزيز,,
11:92,1,قال,,
11:92,2,يقوم,قوم,1419.0
11:92,3,أرهطى,رهط,669.0
11:92,4,أعز,,
11:92,5,عليكم,,
11:92,6,من,,
11:92,7,لله,,
11:92,8,وتخذتموه,,
11:92,9,وراءكم,,
11:92,10,ظهريا,,
11:92,11,إن,,
11:92,12,ربى,,
11:92,13,بما,,
11:92,14,تعملون,عمل,1158.0
11:92,15,محيط,,
11:93,1,ويقوم,قوم,1419.0
11:93,2,عملوا,عمل,1158.0
11:93,3,على,,
11:93,4,مكانتكم,,
11:93,5,إنى,,
11:93,6,عمل,عمل,1158.0
11:93,7,سوف,سوف,843.0
11:93,8,تعلمون,علم,1152.0
11:93,9,من,,
11:93,10,يأتيه,,
11:93,11,عذاب,,
11:93,12,يخزيه,,
11:93,13,ومن,,
11:93,14,هو,هو,1783.0
11:93,15,كذب,كذب,1439.0
11:93,16,ورتقبوا,رتق,590.0
11:93,17,إنى,,
11:93,18,معكم,,
11:93,19,رقيب,,
11:94,1,ولما,,
11:94,2,جاء,,
11:94,3,أمرنا,,
11:94,4,نجينا,,
11:94,5,شعيبا,عيب,1180.0
11:94,6,ولذين,,
11:94,7,ءامنوا,منو,1609.0
11:94,8,معه,,
11:94,9,برحمة,رحم,606.0
11:94,10,منا,,
11:94,11,وأخذت,,
11:94,12,لذين,,
11:94,13,ظلموا,ظلم,1066.0
11:94,14,لصيحة,,
11:94,15,فأصبحوا,صبح,927.0
11:94,16,فى,,
11:94,17,ديرهم,,
11:94,18,جثمين,جثم,247.0
11:95,1,كأن,,
11:95,2,لم,,
11:95,3,يغنوا,,
11:95,4,فيها,,
11:95,5,ألا,,
11:95,6,بعدا,بعد,143.0
11:95,7,لمدين,دين,551.0
11:95,8,كما,,
11:95,9,بعدت,بعد,143.0
11:95,10,ثمود,,
11:96,1,ولقد,,
11:96,2,أرسلنا,رسل,619.0
11:96,3,موسى,,
11:96,4,بـايتنا,,
11:96,5,وسلطن,وسل,1828.0
11:96,6,مبين,,
11:97,1,إلى,,
11:97,2,فرعون,فرع,1271.0
11:97,3,وملإيه,,
11:97,4,فتبعوا,تبع,187.0
11:97,5,أمر,,
11:97,6,فرعون,فرع,1271.0
11:97,7,وما,,
11:97,8,أمر,,
11:97,9,فرعون,فرع,1271.0
11:97,10,برشيد,شيد,924.0
11:98,1,يقدم,قدم,1345.0
11:98,2,قومه,قوم,1419.0
11:98,3,يوم,يوم,1884.0
11:98,4,لقيمة,,
11:98,5,فأوردهم,ورد,1819.0
11:98,6,لنار,,
11:98,7,وبئس,,
11:98,8,لورد,ورد,1819.0
11:98,9,لمورود,مور,1614.0
11:99,1,وأتبعوا,تبع,187.0
11:99,2,فى,,
11:99,3,هذه,,
11:99,4,لعنة,لعن,1524.0
11:99,5,ويوم,يوم,1884.0
11:99,6,لقيمة,,
11:99,7,بئس,,
11:99,8,لرفد,رفد,641.0
11:99,9,لمرفود,,
11:100,1,ذلك,,
11:100,2,من,,
11:100,3,أنباء,,
11:100,4,لقرى,,
11:100,5,نقصه,نقص,1712.0
11:100,6,عليك,,
11:100,7,منها,,
11:100,8,قائم,,
11:100,9,وحصيد,صيد,984.0
11:101,1,وما,,
11:101,2,ظلمنهم,ظلم,1066.0
11:101,3,ولكن,,
11:101,4,ظلموا,ظلم,1066.0
11:101,5,أنفسهم,نفس,1702.0
11:101,6,فما,,
11:101,7,أغنت,,
11:101,8,عنهم,,
11:101,9,ءالهتهم,,
11:101,10,لتى,,
11:101,11,يدعون,دعو,523.0
11:101,12,من,,
11:101,13,دون,دون,550.0
11:101,14,لله,,
11:101,15,من,,
11:101,16,شىء,,
11:101,17,لما,,
11:101,18,جاء,,
11:101,19,أمر,,
11:101,20,ربك,,
11:101,21,وما,,
11:101,22,زادوهم,,
11:101,23,غير,غير,1240.0
11:101,24,تتبيب,بيب,179.0
11:102,1,وكذلك,,
11:102,2,أخذ,,
11:102,3,ربك,,
11:102,4,إذا,,
11:102,5,أخذ,,
11:102,6,لقرى,,
11:102,7,وهى,وهى,1870.0
11:102,8,ظلمة,ظلم,1066.0
11:102,9,إن,,
11:102,10,أخذه,,
11:102,11,أليم,,
11:102,12,شديد,,
11:103,1,إن,,
11:103,2,فى,,
11:103,3,ذلك,,
11:103,4,لءاية,,
11:103,5,لمن,,
11:103,6,خاف,,
11:103,7,عذاب,,
11:103,8,لءاخرة,,
11:103,9,ذلك,,
11:103,10,يوم,يوم,1884.0
11:103,11,مجموع,,
11:103,12,له,,
11:103,13,لناس,,
11:103,14,وذلك,,
11:103,15,يوم,يوم,1884.0
11:103,16,مشهود,هو,1783.0
11:104,1,وما,,
11:104,2,نؤخره,,
11:104,3,إلا,,
11:104,4,لأجل,,
11:104,5,معدود,عدو,1097.0
11:105,1,يوم,يوم,1884.0
11:105,2,يأت,,
11:105,3,لا,,
11:105,4,تكلم,كلم,1471.0
11:105,5,نفس,نفس,1702.0
11:105,6,إلا,,
11:105,7,بإذنه,,
11:105,8,فمنهم,,
11:105,9,شقى,,
11:105,10,وسعيد,وسع,1826.0
11:106,1,فأما,,
11:106,2,لذين,,
11:106,3,شقوا,شقو,896.0
11:106,4,ففى,,
11:106,5,لنار,,
11:106,6,لهم,لهم,1548.0
11:106,7,فيها,,
11:106,8,زفير,,
11:106,9,وشهيق,,
11:107,1,خلدين,خلد,468.0
11:107,2,فيها,,
11:107,3,ما,,
11:107,4,دامت,,
11:107,5,لسموت,سمو,824.0
11:107,6,ولأرض,,
11:107,7,إلا,,
11:107,8,ما,,
11:107,9,شاء,,
11:107,10,ربك,,
11:107,11,إن,,
11:107,12,ربك,,
11:107,13,فعال,,
11:107,14,لما,,
11:107,15,يريد,ريد,680.0
11:108,1,وأما,,
11:108,2,لذين,,
11:108,3,سعدوا,عدو,1097.0
11:108,4,ففى,,
11:108,5,لجنة,,
11:108,6,خلدين,خلد,468.0
11:108,7,فيها,,
11:108,8,ما,,
11:108,9,دامت,,
11:108,10,لسموت,سمو,824.0
11:108,11,ولأرض,,
11:108,12,إلا,,
11:108,13,ما,,
11:108,14,شاء,,
11:108,15,ربك,,
11:108,16,عطاء,,
11:108,17,غير,غير,1240.0
11:108,18,مجذوذ,جذو,258.0
11:109,1,فلا,,
11:109,2,تك,,
11:109,3,فى,,
11:109,4,مرية,,
11:109,5,مما,,
11:109,6,يعبد,عبد,1073.0
11:109,7,هؤلاء,,
11:109,8,ما,,
11:109,9,يعبدون,عبد,1073.0
11:109,10,إلا,,
11:109,11,كما,,
11:109,12,يعبد,عبد,1073.0
11:109,13,ءاباؤهم,,
11:109,14,من,,
