root_id,root_letters,description,category
942,صدق,صلابة أو قوة في باطن الشيء مع شدة تماسك جرمه,ص د
943,صرح,انكشاف الشيء وظهوره قويا واضحًا لخلوصه مما يغشاه,ص ر
944,صرخ,صياح حاد نافذ,ص ر
945,صرر,تضام والتئام أو تداخل شديد يمنع الانتشار,ص ر
946,صرع,تمدد الشيء إزاء شيء آخر أو تفرعًا منه مع استرخاء أو ضعف,ص ر
947,صرف,تحول مع حدة,ص ر
948,صرم,انفصال أو انقطاع بحدة: حسم أو جفاف أو جفاء,ص ر
949,صعد,ارتفاع بثقل أو تحبس أي قليلاً قليلاً,ص ع
950,صعر,المواجهة بالعريض الجانبي من الوجه,ص ع
951,صعع,تسيب وتفرق لما كان غليظاً شديداً أو مجتمعاً فينتشر بلا كثافة,ص ع
952,صعق,اختراق أثناء الشيء وعمقه فينهار، أو انهيار الشيئ،  لذهاب الشدة أثنائه,ص ع
953,صغر,انخفاض جرم الشيء أي هبوط سَمْكِهِ,ص غ
954,صغصغ,تخلل أثناء الشيء بما له رقة فيلين مع كثافة,ص غ
955,صغو,ميلُ الشيء عن اتجاه الارتفاع إلى جانب,ص غ
956,صفح,الجانب العريض المنبسط من جرم الشيء,ص ف
957,صفد,شَدُّ أشياء ممتدة، وضمها بعضها إلى بعض بقوة,ص ف
958,صفر,خلو باطن الشيء,ص ف
959,صفف,امتداد أشياء سطرًا مُستعرضًا مستويًا رقيقًا ( اي غير كثيف أو غليظ),ص ف
960,صفن,جمع أشياء مع التنسيق والتوازن بينها في نحو الكيس جمعا تاما,ص ف
961,صفو,خلو الشيء من الخشونة والكَدَرِ وما إليهما,ص ف
962,صكك,التصاق صلاب دقيقة أو التقاؤها مع توال وشدّة,ص ك
963,صلب,شدة الشيء؛ بمعنى تماسكه الشديد مع امتداده,ص ل
964,صلح,سلامة جسم الشيء والتئامه على حاله الأصلية تام النفع أو الخير الذي أوجد أو أريد له,ص ل
965,صلد,تصلب الشيء تمام الصلابة مع ملاسة سطحه بحيث لا ينفذ منه شيء,ص ل
966,صلل,امتساك في الأثناء بامتداد مع دقة جرم أو رقة وحدة أثر,ص ل
967,صلو,لين أثناء الشيء أو رخاوتها من الداخل مع تماسك ما؛ فيمكن التصرف فيه,ص ل
968,صمت,احتشاء أثناء الشيء فلا ينفذ منه شيء,ص م
969,صمد,ارتفاعٌ مُقارِبٌ مع غِلَظ ومع اكتناز الأثناء (إصماتها),ص م
970,صمع,أن ينضم في الشيء ما شأنه أن ينتبر أو يتفرع منه,ص م
971,صمم,انسداد سموم الشيء بالنفاذ فيها بغلظ واستواء ظاهره بذلك ويلزمه اشتداده,ص م
972,صنع,جمع أو تحصيل في هيأة جديدة ( أو تعظيم نفس الهيأة) بتدبير واحتيال أو إحكام,ص ن
973,صنم,جمع الشيء أمورًا دِقاقا أو خفية مع دوام واستواء ظاهر,ص ن
974,صنن,احتواء في الجوف متمكن أو دائم (على غلط),ص ن
975,صنو,تعدد التفرع من أصل واحد,ص ن
976,صهـر,تميع الجامد المتماسك وذوبانه (بحرارة تبلغ ذلك),ص هـ
977,صوب,هُوِيٌّ إلى شيء مع موافقته أي الوقوع (الاصطدام) به,ص ب
978,صوت,امتداد الشيء قوياً مستقيماً لصدوره بضغط أو وقوع ضغط عليه,ص ت
979,صوح,بلوغ الشيء أقصى غايته نفاذًا من العمق ارتفاعًا أو نموًا مع قوة او جفاف,ص ح
980,صور,حدود تبين هيئة الشيء بالانعطاف عليه وضمه وتمييزه عن غيره,ص ر
981,صوع,إفراغ من الكثيف يتيح الاحتواء والحوز أو يعد له,ص ع
982,صوف,الصوف المعروف: ما يثبت على جلد الغنم كأدق الشعر بأكثف ما يكون,ص ف
983,صوم,توقف أو وقوف وقيام عن الحركة والامتداد المعتاد,ص م
984,صيد,حَوْزٌ وإمساك بتمكن شديد لما يتاح,ص د
985,صير,الالتواء أو التحوّل إلى غاية أو مجمع,ص ر
986,صيص,صلابة ظاهر الشيء مع فراغ باطنه,ص ي
987,صيف,عدول الشيء عن الوجه المفترض جريانه عليه اطرادًا - اي تحوله عن ذلك الوجه,ص ف
988,ضأن,تكاثف رخو يمتد في باطن الشيء,ض ن
989,ضبب,غِشْيَانٌ أو ضم بكثافة حاجبَةٍ ولُزُومٍ,ض ب
990,ضبح,إخراج القوة الكامنة في أثناء الشيء أو إذهابها,ض ب
991,ضجج,حدّة تُذيب اللصوق والتماسك,ض ج
992,ضجع,استلقاء أو انطراح بِثِقَل يُريح,ض ج
993,ضحح,انبساط مع شفافية ورقة، أي عدم كثافة أو تراكم,ض ح
994,ضحك,بروز الشيء أبيض واضحًا من بين ما يكتنفه ملتئمًا عليه,ض ح
995,ضحو,انكشاف الشمس وانبساط الضوء انبساطًا شاملًا بلا ساتر,ض ح
996,ضدد,امتلاء جوف الشيء أشد امتلاء,ض د
997,ضرب,غِلَظ يخالط الشيءَ الرِخْوَ أو يداخله مداخلة قوية,ض ر
998,ضرر,زَحْم ودفع للممتلئ برخو يلزمه التضييق أو النقص,ض ر
999,ضرع,رخاوة أو رقّة بالغتان مع تدل أي دُنُو ومقاربة,ض ر
1000,ضزز,تضاغط الشيء واكتنازه مع حدة أو صلابة في أثنائه,ض ز
1001,ضعع,هَدمُ الناتئ الغليظ حتى يستوي بالأرض,ض ع
1002,ضعف,١. مفارقة الغِلَظ والقوة. ٢. غليظ في أثناء الشيء مماثل له.,ض ع
1003,ضغث,جمع بضغط لقضبان غضة كثيرة ممتدة بعضها مع بعض,ض غ
1004,ضغغ,وَفْرَةُ ما يُحتاج إليه في العيش مع رخاوة ما,ض غ
1005,ضغن,غُور أو امتداد في داخل جرم كثيف,ض غ
1006,ضفد,ضَغْط بصدم من الخلف,ض ف
1007,ضفدع,تجمع الشيء متقبض الجرم ملازمًا لأثناء شيء,ض ف
1008,ضفف,التجمع على الشيء حوله,ض ف
1009,ضلل,غياب الشيء في أثناء شيء حتى لا يتميز هذا من ذاك,ض ل
1010,ضمر,استرسال تضام الجرم بعضه في بعض مشتدًا وذهاب الرخاوة,ض م
1011,ضمم,الجمع بضغط ولأم قوي يستوي به ظاهر الأشياء المجموعة,ض م
1012,ضنك,اكتناز جَوْفِ الشيء بلين أو رخو يمتسك فيه,ض ن
1013,ضنن,لزوم الشيء حيزه أي بقاؤه داخله لا يبرحه,ض ن
1014,ضهأ,خلو الشيء مما يتميز به عن غيره,ض هـ
1015,ضوأ,أشعة تنفذ من شيء وتنتشر فتزيل كثافة الظلام والإعتام,ض و
1016,ضور,فراغ جوف الشيء الغَضّ,ض ر
1017,ضوز,مَضْعٌ مع ضغط وزَحْم، أو اكتناز,ض ز
1018,ضوع,بُعدُ الشيء أو انتشاره بعيدًا عن المتناول,ض ع
1019,ضوف,انعطاف الشيء وميله إلى شيء ركونًا أو تحيزًا,ض ف
1020,ضيق,نقص فراغ الحيز من تضام جوانب محيطه,ض ق
1021,طبب,التلطف والاحتيال في جبر خلل الشيء أو تسويته,ط ب
1022,طبع,جعل المادة اللينة على هيئة معينة مع تسوية ظاهرها,ط ب
1023,طبق,تغطية أعلى الشيء أو جانبه بمحكم وثيق على قدره,ط ب
1024,طحح,انبساط الجرم شديدًا عن ضغط شديد يسحقه,ط ح
1025,طحو,انبساط جرم الشيء بامتداد من دفع بضغط شديد,ط ح
1026,طرح,ابتعاد الشيء أو إبعاده مسافة عظيمة بدفع أو قوة,ط ر
1027,طرد,إبعاد أو ابتعاد عن الحيز بتتابع ودفع قوي من الخلف,ط ر
1028,طرر,امتداد جرم الشيء مستدقًا مع رقة ما,ط ر
1029,طرف,النهاية الدقيقة للشيء الممتد مع الرقة,ط ر
1030,طرق,امتداد الشيء الغض الأثناء طولًا بقوة داخلية أو ضغط يسويه,ط ر
1031,طرو,غضاضة ولين مع تخلخل في الشيء المتجمع,ط ر
1032,طعع,لين الشيء ويُسر تناوله كشطًا بأدنى ضغط,ط ع
1033,طعم,ما يدخل من الفم إلى الجوف غذاء للبدن فيشبعه,ط ع
1034,طعن,نفاذ حاد دقيق أو بحدة في مادة قريبة لينة,ط ع
1035,طغو,ارتفاع الشيء باستغلاظ وتجاوز حتى يغشى ويغطي ما حوله,ط غ
1036,طفأ,خمود النار بانقطاع ما يخرج منها من لهب وحرارة,ط ف
1037,طفف,زيادة محدودة القدر ارتفاعية أو جانبية يصل بها الشيء لكماله,ط ف
1038,طفق,الإمساك أو العلوق بجوف الحيز,ط ف
1039,طفل,تولد الشيء عن أصله فيستقل عنه صغير الجرم رقيقًا أو ضعيفًا,ط ف
1040,طلب,استجلاب الشيء من بعيد,ط ل
1041,طلح,غلظ مع امتداد,ط ل
1042,طلع,نفاذ إلى أعلى من أثناء حاجز رقيق,ط ل
1043,طلق,تسيب ما كان محبوسًا في حوزة أو جوف مندفعًا منها بقوة,ط ل
1044,طلل,إشراف الشيء مع لطف وملازمة أو امتداد لمخالطة ما هو دونه,ط ل
1045,طمث,ثقل الشيء بحدوث ما يذهب أو يعوق خفته أو رقته,ط م
1046,طمس,طم الظاهر من الأثر الدقيق أو الحاد وتغطيته,ط م
1047,طمع,محاولة الإطباق على الشيء وضمه مع تهيّؤ يقوي الرجاء في ذلك ,ط م
1048,طمم,ملء فجوة الشيء المفتوحة إلى أعلى بغليظ أو كثيف,ط م
1049,طمن,غؤور أو انخفاض في ما شأنه الارتفاع أو الاستواء,ط م
1050,طنن,تكتل باكتناز باطن أو أثناء بما هو غير صلب أو مصمت,ط ن
1051,طهـر,نقاء الشيء مما يتأذى به أو انقطاع قذى الشيء,ط هـ
1052,طود,ارتفاع الجبل صُعُدًا في السماء,ط د
1053,طور,الامتداد حول الشيء أو بإزائه,ط ر
1054,طوع,ليونة الشيء وتأتيه لما يراد منه,ط ع
1055,طوف,غشيان الشيء بغلظ أو قوة يعم حدوده أو أعلاه,ط ف
1056,طوق,الإحاطة التامة بالشيء في الوسط بقوة,ط ق
1057,طول,تمدد الشيء أو امتداده متماسكًا,ط ل
1058,طوى,ثني الشيء وإدخال بعضه في بعض,ط و
1059,طيب,لطف وقع الشيء على الحس وخلوه من الغلظ,ط ب
1060,طير,انتشار الشيء من مقره مرتفعًا في الهواء بخفة,ط ر
1061,طين,تراب يخالط أثناءه ماء فيجعله كتلة لينة متماسكة قابلة للتشكيل,ط ن
1062,ظعن,انتقال أهل البادية فيها من ناحية إلى أخرى بعيدة,ظ ع
1063,ظفر,تغطية الطرف الدقيق بصلب أو قوي,ظ ف
1064,ظفف,جمع أو شدّ بكثافة من خارج,ظ ف
1065,ظلل,حجب (أشعة) الشمس أو غيرها بكنٍّ يحمي ما وراءه أو تحته,ظ ل
1066,ظلم,حجب ما ينبغي أو ما يُستحق، أي منعه أو انتقاصه,ظ ل
1067,ظمأ,ذهاب الرطوبة والندى من باطن الشيء واضطمامه على هذا الجفاف,ظ م
1068,ظنن,توقع وجود شيء مهم في باطنٍ لأمارة قوية على ذلك,ظ ن
1069,ظهـر,بروز من أثناء أو باطن إلى سطح مع شدة وغلظ أو قوة,ظ هـ
1070,عبأ,ملء - أو جمع - في حيز بتقدير وقوة,ع ب
1071,عبب,تجمع المائع - أو الرخو - غزيراً متراكماً في حيز، أو جوف,ع ب
1072,عبث,خلط أجناس شتّى بلا قصد تناسب,ع ب
1073,عبد,حصر شديد للشيء يجعله رقيقًا رخوا ناعما غير صلب,ع ب
1074,عبر,انتقال - أو انتشار - من حيّز إلى آخر بقوة ولطف,ع ب
1075,عبس,جهامة في الوجه تملأ النفس وحشة,ع ب
1076,عبق,لزوق الشيء بأثناء الشيء,ع ب
1077,عبقر,وثارة الشيء وطراءته على أحسن ما يطلب فيه,ع ب
1078,عتب,اعتراض مرتفع بغلظ، أو غلظ يعترض في المرتفع,ع ت
1079,عتت,شدة بناء - أو بنية - مع امتداد,ع ت
1080,عتد,توافر الشيء في المتناول، أي كونه حاضرًا كافيًا مهيأ,ع ت
1081,عتق,نهود الشيء خالصاً من بين ما يغمره قوياً بالغاً كمال حاله,ع ت
1082,عتل,قلع الغليظ الثقيل، أو نقله,ع ت
1083,عتو,امتداد الشيء مادةً - أو بقاءً - في صلابة أو تماسك دقيق,ع ت
1084,عثث,انتشار الدقاق متسيبة بعد أن كانت منتظمة مع غلظ ما,ع ث
1085,عثر,إثارة الراسخ بالأرض من تراب ونحوه صدمًا بالقدم بلا قصد,ع ث
1086,عثو,تشعث وجفاف - أو هيج,ع ث
1087,عجب,غرابة حال الشيء لكونه دقيقًا شديدًا مغمورًا برخو,ع ج
1088,عجج,تجمع الشيء بحجم أو هيئة عظيمة لكنه غير صلب ولا مصمت,ع ج
1089,عجز,رخاوة المجتمع في أسفل الشيء وطراءته,ع ج
1090,عجف,ذهاب الطراءة والامتلاء وانقطاعها من الجرم مع تماسكه,ع ج
1091,عجل,سبق بتحصيل الشيء قبل وقته,ع ج
1092,عجم,امتساك الشيء في ذاته - أو بين غيره - متداخلاً منضغطاً شديداً,ع ج
1093,عدد,توالي جنس الشيء متصلاً فيكثر,ع د
1094,عدس,احتواء الأثناء على دقاق صلبة,ع د
1095,عدل,موازنة ثقل في جانب بثقل في جانب آخر حتى يتزنا,ع د
1096,عدن,لزوم الشيء جوفًا - أو حيزًا - بثبات ودوام,ع د
1097,عدو,متخطّى بطن - أو فجوة - في ظاهر,ع د
1098,عذب,نفاذ كثافة الشيء أو حدته المنبتة فيه إلى ظاهره أو طرفه,ع ذ
1099,عذر,اعتراض ما يحول دون المعتاد من نفاذ أو سير أو رؤية,ع ذ
1100,عرب,نشاط وانطلاق بحدة ذاتية للخلوص مما يحبس,ع ر
1101,عرج,نشوز - أو عوج - عن الاستواء في الاطراد: إلى الأعلى، أو الجانب,ع ر
1102,عرجن,ما يتدلى من النخل تتفرع منه عثاكيل تحمل ثمره,ع ر
1103,عرر,نقص - أو جرد - من ظاهر الشيء، أو عن ظاهره؛ فيبرز,ع ر
1104,عرش,تفرع وانفراش يمتسك مشتبكاً في أعلى,ع ر
1105,عرض,اتساع ما يواجه الناظر من الشيء الكثيف,ع ر
1106,عرف,تتابع - أو امتداد - في أعلى الشيء لما يميزه، أو يدل عليه,ع ر
1107,عرم,تراكم ظاهري من الغثاء، أو ما يلحق به – مع استواء ظاهره,ع ر
1108,عرو,إمساك - أو امتساك - للظاهر بتمكن,ع ر
1109,عرى,تجرد جسم الشيء مما يغشاه، أو شأنه أن يغشاه,ع ر
1110,عزب,ابتعاد عن المقر الأصلي إلى مستقر بعيد دون انقطاع عنه,ع ز
1111,عزر,شدة - أو متانة - مسترسلة (امتدادًا أو دوامًا) تمنع الفناء,ع ز
1112,عزز,تماسك الجرم الرخو أو المتسيب حتى يبلغ الشدة والصلابة التامة,ع ز
1113,عزل,تنحي الشيء عن موضعه إلى موضع آخر,ع ز
1114,عزم,دوام الاشتداد بلا رخاوة برغم ما يثني عن ذلك,ع ز
1115,عزو,ربط الشيء شديدًا بآخر,ع ز
1116,عسر,صعوبة النفاذ في الباطن، أو منه,ع s
1117,عسس,نفاذ في الكثيف - أو منه - مع صعوبة,ع س
1118,عسل,اضطراب جرم الشيء في امتداده مع تماسكه,ع s
1119,عسو,قرب الشيء، وتهيؤه لحصول ما يراد به، مع صلابة ما,ع s
1120,عشر,تجمع أو كثرة بتداخل أشياء أو اختلاطها مكونة كيانًا مترابطًا,ع ش
1121,عشش,تداخل دقاق القش ونحوه نسيجةً تقوم حيزًا لطيفا,ع ش
1122,عشو,غشاء من الظلمة يعشى الأفق يحجب الرؤية جزئيًا,ع ش
1123,عصب,شد أشياء - أو أثناء - شيء معًا بممتد متين,ع ص
1124,عصر,ضغط بالإحاطة بشداد بالغة الصلابة والثقل,ع ص
1125,عصص,صلابة الشيء - أو شدّته - ملتحمًا,ع ص
1126,عصف,قشر وإذهاب بقوة لما هو نحو الغلاف أو اللحاء للحب والزرع,ع ص
1127,عصم,امتساك (طبقة كثيفة) بظاهر شيء بشدة,ع ص
1128,عصو,امتداد الشيء في صلابة وغلظ بحيث لا ينثني,ع ص
1129,عضد,اكتناف الشيء بغليظ قوي يشدّه ويمتد بجانبيه,ع ض
1130,عضض,الضغط بشدة على جرم الشيء بين الأسنان ونحوها,ع ض
1131,عضل,غلظ مع نشوب في الموضع أو تجمع غليظ لا ينصرف,ع ض
1132,عضو,تجزؤ بتوفر، أي في أجزاء عظيمة موفرة، لا دقيقة,ع ض
1133,عطط,امتداد الشيء مع غلظه,ع ط
1134,عطف,ثني الممتد إلى غير وجهة بدء امتداده,ع ط
1135,عطل,تجرد الشيء الممتد مما هو زائد لكمال النفع أو الزينة,ع ط
1136,عطو,تمطط الشيء وامتداده للتناول,ع ط
1137,عظظ,نكوص الشيء عن التقدم أو الاستقامة متراجعًا على نفسه,ع ظ
1138,عظم,غلظ جسامة، أو صلابة,ع ظ
1139,عفر,انبعاث (عند الاستثارة) بحدة وجفاف، أو تفرق,ع ف
1140,عفف,تجمع (على الظاهر) مع قلة,ع ف
1141,عفو,تغطي الشيء بطبقة خفيفة أو هشة,ع ف
1142,عقب,لحاق غليظ بآخر الشيء، أو خلفه، ينغمس فيه فيمتد معه,ع ق
1143,عقد,امتساك وتحبس يبلغ الأثناء شديدًا,ع ق
1144,عقر,جمود الشيء أو ثباته على حاله فلا ينمو ولا ينتقل,ع ق
1145,عقق,شق الشيء وخروج غليظ باطنه منه,ع ق
1146,عقل,حوز في جوف حصين حبساً، بحيث لا يذهب أو يضيع,ع ق
1147,عقم,يبس باطن الشيء واشتداده معًا فلا يتسيب أو يتحرك منه شيء,ع ق
1148,عكف,حبس ما شأنه الانتشار بشيء يعطفه (أي يرده),ع ك
1149,عكك,حبس - أو جمع - في حيز ضيق، مع حدة وكثافة,ع ك
1150,علق,نشوب - أو امتساك - مع ارتفاع وغلظ ما,ع ل
1151,علل,تكرار أو توال (يلزمه التراكم) مع رقة ما,ع ل
1152,علم,الدلالة والهداية - بمرتفع - إلى معنى: اتجاه، أو طريق، أو حدّ,ع ل
1153,علن,ظهور ما كان خفيًا في الباطن، أي خروجه منه مع انكشاف وإشهار,ع م
1154,علو,ارتفاع الشيء فوق شيء تحته، أو أدناه,ع ل
1155,عمد,شديد يمتد في أثناء الشيء فينتصب به الشيء,ع م
1156,عمر,شغل فراغ الأثناء بمناسب يثبتها، أو يبرز نفعها ويديمه,ع م
1157,عمق,بعد قعر باطن الشيء، أو بعد امتداد غوره,ع م
1158,عمل,جهد مادي (من حي، أو جماد) يؤدي إلى إحداث شيء، أو هيأة,ع م
1159,عمم,كثرة - أو اجتماع - مع ارتفاع والتحام علوي,ع م
1160,عمه,خلو الشيء من أثر مميز (أو: الخلو من التمييز والبيان، أو الهداية),ع م
1161,عمى,احتجاب الرؤية بطبقة كثيفة فوقية عامة، أو واسعة,ع م
1162,عنب,صفاء الممتلئ المستدير مع امتداد ما,ع ن
1163,عنت,كسر - أو نحوه، أو فساد بحدة - في جرم الشيء الممتد,ع ن
1164,عند,الاستمرار في بذل الشيء أو إتيانه رغم توقع التوقف,ع ن
1165,عنق,نتوء قوي دقيق يمتد نافذًا من شيء أجسم أو أغلظ,ع ن
1166,عنك,تماسك الدقيق المتسيب وتراكمه حتى يكثف ويكون عقبة يصعب النفاذ,ع ن
1167,عنن,اعتراض الشيء في المواجهة مع حبس، أو احتباس ما، دون أساس,ع ن
1168,عنو,احتباس قوي مع ظهور أثر للمحتبس,ع ن
1169,عهد,تكرر العود إلى موقع بعينه على فترة بين المرة والأخرى,ع ه
1170,عهن,رقة - أو ضعف - يتخللان أثناء الشيء الممتد؛ لذهاب الغلظ والصلابة منه,ع ه
1171,عهه,فراغ من الندى والرقة,ع ه
1172,عوج,انحناء الجرم اللطيف الممتد,ع ج
1173,عود,استمرار الشيء امتدادًا، أو تكررًا وتجددًا,ع د
1174,عوذ,التصاق الشيء الغض بصلب يمنع تناوله,ع ذ
1175,عور,فراغ - أو فرجة - طارئة في سطح ظاهر شيء تكشف عن باطنه,ع ر
1176,عوق,اعتراض الأطراد والاستقامة بالتواء، أو حيود,ع ق
1177,عول,رفع الثقل إلى أعلى بنوع من التلطف، أو الاحتيال,ع ل
1178,عوم,طفو باتساع مع جريان ونحوه إلى غاية,ع م
1179,عون,مدد زائد - أو امتداد - من قوة في الباطن (أو من الخارج),ع ن
1180,عيب,فراغ في أثناء الشيء مع التحام ظاهره,ع ب
1181,عير,صلب يمتد ناتئًا بين الرقيق أو الضعيف حوله فيدعمه ويشده,ع ر
1182,عيش,الحياة الحيوانية بما تقتضيه من اغتذاء ونمو وحركة وسعي,ع ش
1183,عين,دائرة ينفذ منها لطيف لامع دائم الجريان عن مختزن كثير,ع ن
1184,عيي,ضعف ينال حقيقة الشيء رغم تماسكه، أو عدم نقصه الظاهري,ع ي
1185,غبب,غياب الشيء أو غئوره بين ما يحيط به,غ ب
1186,غبر,بقاء مادة دقيقة أو قليلة بعد ذهاب معظم الشيء,غ ب
1187,غبن,غؤور (نقص وفراغ) مستتر يمتد في جِرم الشيء,غ ب
1188,غثث,فساد مادة متجمعة,غ ث
1189,غثو,تجمع ما هو هش فاسد أو عديم النفع على هيئة طبقة,غ ث
1190,غدد,عُقدة صلبة في بدن الحي تتكون أصلًا من لحم رخو,غ د
1191,غدر,تَخلُّف مائع أو رخو عن المصدر أو الأصل فيمتد ويبقى,غ د
1192,غدق,شِبَعُ باطن الشيء وأعماقه بالري ماءً أو رخاوةً,غ د
1193,غدو,ظهور ضوء الصباح متزايدًا بعد الظلام,غ د
1194,غرب,انصباب (انحدار) إلى مقرّ عبر مسافة بثقل أو قوة,غ ر
1195,غرر,غؤور (عارض) بدقة وامتداد مع غضوضة (طراءة),غ ر
1196,غرف,رَفْع جزئي بلطف من مَقَرٍّ عميق (للأخذ أو الاحتياز),غ ر
1197,غرق,رسوب إلى عُمق مائع أو تغلغل مائع في أثناء العمق,غ ر
1198,غرم,ملازمة الشيء للشيء وملازمته إياه,غ ر
1199,غرو,لصوق مع رخاوة واسترسال,غ ر
1200,غزز,شق أو نفاذ بحدة ودقة,غ ز
1201,غزل,تحول الهش إلى شيء ممتد متين متميز,غ ز
1202,غزو,نشوب الشيء في باطن أو قراره فيه رغم عدم اعتياده,غ ز
1203,غسس,نفاذ الشيء في المائع قليل الكثافة بقوة,غ س
1204,غسق,سيلان ما في عمق الشيء من مائع فاسد,غ س
1205,غسل,إزالة ما علق بالشيء من دَرَن بمائع يقلعه,غ س
1206,غشش,شَوْبُ الصافي الرقيق بما ينتشر فيه ويجعله كثيفًا,غ ش
1207,غشو,تغطية الشيء بكثيف يعمه,غ ش
1208,غصب,نزع للشيء من منبته أو مقره بغلظ وقوة أو قهر,غ ص
1209,غصص,نشوب الشيء في منفذه لغلظه أو ضيق ممره,غ ص
1210,غضب,انضمام الشيء على غليظ أو حاد في باطنه يظهر أثره,غ ض
1211,غطش,كثافة واسعة تحجب الرؤية,غ ط
1212,غطط,دس الشيء في مائع بدفع وغلظ حتى يغطيه,غ ط
1213,غطو,سَتْرٌ بما هو كالغشاء الكثيف عريضًا,غ ط
1214,غظغظ,غليان ما في جوف الشيء غليانًا شديدًا,غ ظ
1215,غفر,تغطية أو ستر يُقصد به الحماية وما إليها,غ ف
1216,غفف,قِلَّةُ ما يبقَى أو يتحصل في قاع الوعاء أو الظرف,غ ف
1217,غفل,الخلو مما يَلْفِتُ ويُنَبِّه أو يدلّ,غ ف
1218,غلب,شدَّةٌ مع عُلُوّ ما وعِظَمِ جِرم,غ ل
1219,غلظ,عِظَمُ الجِرم وتَجَسُّمُه مع صلابة,غ ل
1220,غلف,تغطية الشيء بغطاء يحجبه ويحجب عنه ما حوله,غ ل
1221,غلق,منع الاقتحام والمخالطة لحدة ظاهرة,غ ل
1222,غلم,خشونة أو جفاء في ظاهر الشيء يُنبئ عن تمام قوة باطنه,غ ل
1223,غلو,زيادة تضخمية أو طولية مع حدة ما,غ ل
1224,غلى,الغليان وهو بلوغ حرارة الشيء أعلاها وتقلبه,غ ل
1225,غمر,التغطي بنحو الماء والتراب بالحصول في عُمقه,غ م
1226,غمز,دفع وضغط بنحو الإصبع دقّةً في ظاهر الشيء إلى الداخل,غ م
1227,غمض,غئور ظاهر الشيء بغلظ وقوّة حتى يخفى ويستتر,غ م
1228,غمم,غشاء علوي يحجب ما يغشاه عما يتأتى منه,غ م
1229,غنم,ضم لطيف في الحوزة استحداثًا,غ ن
1230,غنن,امتلاء الظَّرْفِ أو المكان أي ازدحامه بلطيف يظهر وجوده,غ ن
1231,غنى,وجود الكفاية مما يعمُر الحيز بطيبه ويُقيم أمره,غ ن
1232,غوث,الصياح طلبًا لتفريج شِدّةٍ نازلة,غ ث
1233,غور,تجويف قوي يمتد متعمقًا في أثناء شيء,غ ر
1234,غوص,نفاذ الكتلة الغليظة في عمق ماء كثيف إلى قاعه,غ ص
1235,غوط,غئور في شيء غليظ (كالأرض) منبسط عرضًا أو طولًا,غ ط
1236,غول,أَخْذٌ بإخفاء في العُمق أو البَاطِن بحدة واستبقاء,غ ل
1237,غوى,الانجذاب إلى الشيء مع تغشٍّ وفساد,غ و
1238,غيب,الاختفاء استتارًا بكثيف في أثناء أو عمق,غ ب
1239,غيث,ماء ينتشر مطرًا أو يتوالى من كثرته,غ ث
1240,غير,تحول الشيء لحدة تخالطه تحولًا تامًا أو كالتام,غ ر
1241,غيض,غئور المائع ونحوه في باطن بكثافة حتى ينفد أو ينقص,غ ض
1242,غيظ,حَمِيّ وحِدّة شديدة تمتد في جوف الشيء فتعمّه,غ ظ
1243,فأد,إنضاج بعد تهيئة وإعداد وترتيب,ف د
1244,فأو,فَجْوَةٌ أو شَقٌّ وفراغ في شيء غليظ صُلْب يَفْصِله شطرين أو كتلتين,ف أ
1245,فتأ,الانقطاع عن الشيء نسيانًا، أو ارعواءً، أو نحو ذلك,ف ت
1246,فتت,تكسير الشيء الهش الجاف - أو تفريقه - أجزاء دقيقة بضغط، أو نحوه,ف ت
1247,فتح,فُرجة فصل في محيط الشيء نافذة إلى جوفه تتيح النفاذ بقوة واتساع,ف ت
1248,فتر,ارتخاء الشيء لذهاب شدّته؛ فينبسط,ف ت
1249,فتق,فتح وشقٌّ واصلٌ إلى العمق الملتحم,ف ت
1250,فتل,التواء الشيء على ذاته، أو على ما فيه؛ ممتدًا متميزًا عن غيره,ف ت
1251,فتن,إذابة مادة باطن الشيء، وتحويلها، بإدخالها نارًا حامية,ف ت
1252,فتو,مفارقة الحي طور طفولته - أو حداثته - بالغًا طَوْرَ شبابه,ف ت
1253,فجج,انفتاح في صُلْبٍ غير متوقع، أو معتاد، أو محدّد,ف ج
1254,فجر,انبثاق المائع المحتبس باندفاع وغزارة فاتحًا فُرْجَةً في محبسه,ف ج
1255,فجو,فُرجة - أو فتحة - واسعة داخلة في جرم الشيء المعترض,ف ج
1256,فحح,صدور ريح من فم الحي ذات أثر حاد وانتشار,ف ح
1257,فحش,صدور ما يفشو استقباحه - أو حِدّة وقعه على الحس - من قول أو فعل,ف ح
1258,فخخ,الرخاوة، أي الخلو من مادة الصلابة,ف خ
1259,فخر,عِظَم جِرْم الشيء - أو غِلَظُه - مع خلوه أحيانًا مما يناسب عِظَم جرمه,ف خ
1260,فدد,اندفاع - أو دفع - بضغط ونشاط للإبعاد أو الابتعاد,ف د
1261,فدى,تبين حجم الشيء - أي قدره - محدّدًا ومنفصلًا عن غيره,ف د
1262,فرت,خُلوص الماء من الملح مع صفائه من الكدورة,ف ر
1263,فرث,تسيُّب الدقاق المجتمعة، مع خشونة أو غِلَظ فيها,ف ر
1264,فرج,انفتاح - أو متسع - في أثناء جرم كثيف، أو بين أجرام,ف ر
1265,فرح,خُلُو الجَوْفِ - أو الحوزة - بخروج الغليظ، أو ذي القيمة منه,ف ر
